Tradename,License ,UBI,Street Address,Suite Rm,City,State,county,Zip Code,Priv Desc,Privilege Status,Day Phone
THE SLOW BURN,415185,6033625930010001,304 W SEATTLE AVE STE F,,MOXEE,WA,YAKIMA,989360000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099610810
THE SLOW BURN                                ,415185,6034102670010005,304 W SEATTLE AVE STE F       ,                         ,MOXEE                   ,WA,YAKIMA,98936    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099610810
THE STASH BOX                                ,412494,6033500580010001,3108 A ST SE STE F & G        ,                         ,AUBURN                  ,WA,KING,980028811,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2537970959
THE STATION NW LL/TRADE- THE STATION         ,422944,6047020050010001,1514 W UNIVERSITY WAY         ,                         ,ELLENSBURG              ,WA,KITTITAS,989262337,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607910112
THE TOP SHELF,414716,6033576000010002,1305 S HAYFORD RD STE A,,AIRWAY HEIGHTS,WA,SPOKANE,992245276,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099444350
THE TOP SHELF                                ,414716,6042761450010001,1305 S HAYFORD RD STE A       ,                         ,AIRWAY HEIGHTS          ,WA,SPOKANE,99224    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5094741050
THE VAULT                                    ,413570,6047312080010001,11013 LAKE CITY WAY NE        ,                         ,SEATTLE                 ,WA,KING,981250000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252488559
THE VAULT                                    ,413926,6034686340010001,207 E SPRAGUE AVE UNIT 213    ,                         ,SPOKANE                 ,WA,SPOKANE,992020000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252488559
THE VAULT                                    ,426050,6034686340010003,2720 E 29TH AVE               ,                         ,SPOKANE                 ,WA,SPOKANE,992234808,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252488559
THE VAULT CANNABIS                           ,088920,6033553980010005,1323 E PIONEER HWY            ,                         ,STANWOOD                ,WA,SNOHOMISH,98292    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252488559
THE VAULT CANNABIS                           ,414829,6035990340010001,9626 32ND ST SE               ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982050000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252488559
THE VAULT CANNABIS                           ,420619,6033553980010004,11701 HIGHWAY 99              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044809,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252488559
THE WASHINGTON STATE CANNABIS GROUP          ,421658,6030389270010002,8606 PRESTON FALL CITY RD SE  ,                         ,PRESTON                 ,WA,KING,980500000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2535834309
THE WEED SHACK,414712,6033599480010001,2294 STATE ROUTE 109,,HOQUIAM,WA,GRAYS HARBOR,985500000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2539059448
THE WEED SHOP,422457,6035727160010002,25171 SR 525 #2,#2,GREENBANK,WA,ISLAND,982530000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3235483643
THE WEST SEATTLE MARIJUANA STORE             ,414868,6033564790010002,10825 MYERS WAY S             ,                         ,SEATTLE                 ,WA,KING,98168    ,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063355857
THE WORLD FAMOUS CANNABIS STORE              ,421918,6033530980010007,8962 BEAVER VALLEY RD         ,                         ,CHIMACUM                ,WA,JEFFERSON,98325    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607316611
THE ZEN DEN                                  ,420812,6042871740010001,257 ENGH RD                   ,                         ,OMAK                    ,WA,OKANOGAN,988419472,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5096990471
THEOREM,415115,6033594140010002,6323 NE BOTHEL WAY,,KENMORE,WA,KING,980280000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066418344
THEOREM CANNABIS                             ,415115,6047857580010001,6323 NE BOTHEL WAY            ,                         ,KENMORE                 ,WA,KING,980288940,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2069728500
THEOREM CANNABIS                             ,433824,6047857580010002,6251 NE BOTHELL WAY STE 100   ,                         ,KENMORE                 ,WA,KING,98028    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4254066797
THRIVE                                       ,414074,6033423140010001,2526 E HILLSBORO ST           ,STE A                    ,PASCO                   ,WA,FRANKLIN,993010000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098604315
"TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE",415183,6033625650010001,1428 OLYMPIC HWY S,STE A,SHELTON,WA,MASON,985840000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604272990
"TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE     ",433175,6035502430010002,3005 NORTHVIEW CIR UNIT 1     ,                         ,SHELTON                 ,WA,MASON,98584    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3604272990
"TJ'S CANNABIS BUDS, OILS, AND MORE",415183,6035502430010001,1428 OLYMPIC HWY S STE A,,SHELTON,WA,MASON,985840000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604272990
TOKEN HERB                                   ,400209,6033519780010001,837 A CRESCENT BEACH RD       ,                         ,EASTSOUND               ,WA,SAN JUAN,982451695,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603766900
TOKER FRIENDLY,417486,6026266680010005,1515 S LYONS RD  STE B,STE B,AIRWAY HEIGHTS,WA,SPOKANE,990010000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099946599
TOKER FRIENDLY                               ,417486,6034472620010002,1515 S LYONS RD  STE B        ,STE B                    ,AIRWAY HEIGHTS          ,WA,SPOKANE,99001    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5092448728
TOP BEARD LLC                                ,421846,6049183370010001,RETAIL TITLE CERTIFICATE      ,                         ,RICHLAND                ,WA,BENTON,993520000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,4049851766
TOP CAT ENTERPRISES                          ,414513,6033560240010003,RETAIL TITLE CERTIFICATE      ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982717808,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2534489170
TOP CAT ENTERPRISES                          ,414513,6033560240010003,RETAIL TITLE CERTIFICATE      ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982717808,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2534489170
TOP SHELF 420                                ,413782,6043160690010002,3015 PACIFIC AVE SE           ,                         ,OLYMPIA                 ,WA,THURSTON,98501    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2534057153
TOP SHELF CANNABIS                           ,414256,6033505750010001,3863 HANNEGAN RD              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269103,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3602243735
TREEHOUSE CLUB                               ,413369,6034203350010001,14421 E TRENT AVE             ,SMP - 1                  ,SPOKANE VALLEY          ,WA,SPOKANE,99216    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5094132169
TRICHOME & CALYX CORP.,415234,6033531960010003,3845 BRIDGE WAY N,,SEATTLE,WA,KING,981030000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),7138760850
TRIPLE C COLLECTIVE,352400,6031373140010007,2708 6TH AVE,,TACOMA,WA,PIERCE,984067213,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2535074725
TRIPLE C COLLECTIVE,420785,6031373140010008,5917 N 26TH ST STE A,,TACOMA,WA,PIERCE,984072359,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532675428
TRIPPY HIPPIE CANNABIS CO.                   ,413529,6033550270010001,794 KENTUCKY ST               ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2088192110
TROVE MEDICAL AND RECREATIONAL               ,414871,6033568870010002,218 N SAMISH WAY STE 103      ,                         ,BELLINGHAM              ,WA,WHATCOM,982256031,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603933459
TRU GREENTHUMB                               ,407950,6035599710010003,1254 MT SAINT HELENS WAY NE #C,STE C                    ,CASTLE ROCK             ,WA,COWLITZ,98611    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608134545
TRU GREENTHUMB                               ,421929,6035599710010002,1350 ATLANTIC AVE             ,                         ,WOODLAND                ,WA,COWLITZ,986748457,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607314157
UNCLE ANDO'S WURLD OF WEED,414345,6035352180010001,401 SOUTH BOONE,,ABERDEEN,WA,GRAYS HARBOR,985208508,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4255036116
UNCLE ANDO'S WURLD OF WEED                   ,415045,6033578790010001,1905 JOHNSON RD STE A         ,                         ,CENTRALIA               ,WA,LEWIS,98531    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3602813921
UNCLE IKE'S                                  ,413996,6045980960010003,1411 E OLIVE WAY              ,                         ,SEATTLE                 ,WA,KING,981222127,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063300498
UNCLE IKE'S,414533,6034095790010001,2310 EAST UNION ST,,SEATTLE,WA,KING,981222966,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065055555
UNCLE IKE'S                                  ,414533,6045980960010001,2310 EAST UNION ST            ,                         ,SEATTLE                 ,WA,KING,981222966,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064203784
UNCLE IKE'S                                  ,420793,6045980960010004,11064 LAKE CITY WAY NE  STE 6 ,STE 6                    ,SEATTLE                 ,WA,KING,981256730,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064203784
UNCLE IKE'S,421141,6035545560010001,501 15TH AVE E,,SEATTLE,WA,KING,981120000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063915510
UNCLE IKE'S                                  ,421141,6045980960010002,501 15TH AVE E                ,                         ,SEATTLE                 ,WA,KING,981120000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064203784
UNCLE IKE'S                                  ,421514,6045980960010005,9822 15TH AVE SW              ,                         ,SEATTLE                 ,WA,KING,981062850,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064203784
UNCLE IKE'S                                  ,433474,6045980960010006,11306 LAKE CITY WAY NE        ,                         ,SEATTLE                 ,WA,KING,981255306,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2068515555
UNCLE IKES,421514,6035617000010001,9822 15TH AVE SW STE B,,SEATTLE,WA,KING,981062850,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063915510
UNCLE IKES 5 LLC,420793,6044226530010001,11064 LAKE CITY WAY NE  STE 6,STE 6,SEATTLE,WA,KING,981256730,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064203784
UNCLE WILLIE'S CANNABIS                      ,431706,6053197780010001,508 ALLEN ST UNIT A           ,                         ,KELSO                   ,WA,COWLITZ,98626    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),6232382028
UNIVERSAL HOLDINGS LLC                       ,415325,6042287520010001,12230 AURORA AVE N STE B      ,                         ,SEATTLE                 ,WA,KING,981338033,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256985381
URBAN BUD                                    ,415010,6033850920010001,112 S 24TH ST                 ,                         ,TACOMA                  ,WA,PIERCE,984022904,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533271572
V.S.W.                                       ,362444,6035684740010001,13014 WA-99                   ,                         ,EVERETT                 ,WA,SNOHOMISH,982040000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062715468
VASHON ROOTS,414454,6046424930010001,19001 VASHON HIGHWAY SOUTHWEST,,VASHON ISLAND,WA,KING,980700000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062612916
VASHON TIMES                                 ,414454,6043539840010002,19001 VASHON HIGHWAY SOUTHWEST,                         ,VASHON ISLAND           ,WA,KING,980705214,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2069308577
VAULT CANNABIS,420619,6032036520010002,11701 HIGHWAY 99,,EVERETT,WA,SNOHOMISH,982044809,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252488559
VELA                                         ,415534,6033593680010003,1944 1ST AVE S #100           ,                         ,SEATTLE                 ,WA,KING,981341406,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2069728500
VELA,420793,6033593680010005,11064 LAKE CITY WAY NE,STE 6,SEATTLE,WA,KING,981256730,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067907446
VELICAHN,415287,6027085610010002,15804 HWY 99,,LYNNWOOD,WA,SNOHOMISH,980871426,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254441575
VIBE CANNABIS CO.                            ,431909,6046557890010002,311 OAK ST                    ,                         ,KELSO                   ,WA,COWLITZ,986262303,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093938023
VIBE CANNABIS CO.                            ,434798,6046557890010003,406 OAK ST                    ,                         ,KELSO                   ,WA,COWLITZ,98626    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5093938023
W.C.W. ENTERPRISES                           ,415445,6033597170010003,3708 MT BAKER HWY             ,                         ,EVERSON                 ,WA,WHATCOM,982470000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063557279
W.V.S. LLC                                   ,422399,6035684720010002,RETAIL TITLE CERTIFICATE      ,                         ,EVERETT                 ,WA,SNOHOMISH,982043757,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062715468
W.V.S. LLC                                   ,422399,6035684720010002,RETAIL TITLE CERTIFICATE      ,                         ,EVERETT                 ,WA,SNOHOMISH,982043757,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2062715468
WALLA WALLA CANNABIS COMPANY                 ,415641,6033593720010003,927 W MAIN ST                 ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993622746,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098764946
WALLA WALLA WEEDERY                          ,414011,6033374760010001,207 S 9TH AVE                 ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993622700,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098764279
WALLA WALLA WEEDERY,425273,6033374760010003,728 IRENE ST,,WALLA WALLA,WA,WALLA WALLA,993621604,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098764279
WALLA WALLA WEEDERY                          ,434392,6033374760010004,1603 E ISAACS AVE             ,                         ,WALLA WALLA             ,WA,WALLA WALLA,99362    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098764279
WASHINGTON GREEN LEAF                        ,414128,6033557220010003,RETAIL TITLE CERTIFICATE      ,                         ,CENTRALIA               ,WA,LEWIS,985319649,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4253124423
