BUSINESS_NAME,BUSINESS_EMAIL,BUSINESS_PHONE,BUSINESS_ADDRESS_1,BUSINESS_ADDRESS_2,BUSINESS_CITY,BUSINESS_STATE,BUSINESS_ZIP_CODE,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_STATE,MAILING_ZIP_CODE,EIN_TIN,LICENSE_NUMBER,LICENSE_TYPE,REVIEW_PRIORITY,FIRST_COMPLIANCE_REVIEW_DATE,CNB_DEEMED_COMPLETE_DATE,APPROVED_LICENSE_STAGE,LICENSE_STATUS,LIC_FEE_PAYMENT_SUBMITTED_DATE,LICENSE_FEE_AMOUNT,PHYSICAL_ADDRESS_1,PHYSICAL_ADDRESS_2,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,CULTIVATION_ENVIRONMENT,CULTIVATION_TIER,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_DATE_OF_MUNICIPAL_RESPONSE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_DATE_OF_FINAL_INSPECTION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,CNB_DATE_OF_FINAL_LICENSURE,COMMENCE_OPERATIONS_DATE,LICENSE_ORIGINAL_START_DATE,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_SUSPENSION_START_DATE,LICENSE_SUSPENSION_END_DATE,LICENSE_REVOCATION_DATE,LICENSE_SURRENDERED_DATE,SOURCE_FILE,APPLICATION_DENIED_DATE,APPROVED_SE_NUMBER,APPLICATION_APPROVED_DATE,ORIGINAL_SUBMITTED_DATE,APPLICATION_CREATED_DATE,APPLICATION_STATUS,SUBMITTED_DATE,PAYMENT_AMOUNT,APPLICATION_NUMBER,ESTABLISHMENT_ADDRESS_1,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_CITY,ESTABLISHMENT_STATE,ESTABLISHMENT_ZIP_CODE,REVIEW_PRIORITY_CATEGORY,REVIEW_PRIORITY_TYPE,COMMENCE_OPS,INDUSTRY
"The Dutchmen, LLC",wendicano@thedutchmen.us,917-346-7208,155 Fairlane Drive,,Weathersfield,CT,06109,155 Fairlane Drive,,Weathersfield,CT,06109,86-3626179,MC283622,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,5000,833 Main Street,,Southbridge,01550,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN283622,833 Main Street,,Southbridge,MA,01550,General Applicant,General Applicant,FALSE,Adult-Use
Buddawoman Limited,Scholanges@yahoo.com,857-266-4271,90 Conz St. Ste 219M,,Northampton,MA,01060,99 Wayland St. #3,,Dorchester,MA,02125,86-3753672,DO100190,Marijuana Courier,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,90 Conz St #219M,,Northampton,01060,False,No,SE303884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303884,,,,APPROVED,,,DOA100190,90 Conz Street #219M,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Buddawoman Limited,Scholanges@yahoo.com,857-266-4271,90 Conz St. ste 219M,,Northampton,MA,01060,99 Wayland St. #3,,Dorchester,MA,02125,86-3753672,PDO103697,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE303884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303884,,,,APPROVED,,,PDOA103697,90 Conz Street Ste 219M,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"CanGrow, LLC",talves@pillarllc.net,508-328-2228,150 John Vertente Blvd,,New Bedford,MA,02745,150 John Vertente Blvd,,New Bedford,MA,02745,86-3815109,MC283505,Marijuana Cultivator,Expedited Review - License Type,,,PROVISIONAL LICENSE,Expired,,15000,"Lot 4, Quabbin Boulevard, Randall Pond Industrial Park",Parcel 129-6,Orange,01364,False,No,,,,,,,,,Outdoor,"Tier 07: 50,001 to 60,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MCN283505,"Lot 4, Quabbin Boulevard, Randall Pond Industrial Park",Parcel 129-6,Orange,MA,01364,Expedited Review,License Type,FALSE,Adult-Use
"Aspen Blue Wareham, Inc.",matthew@terps.com,401-286-2119,20 Centerville Road,,Warwick,RI,02886,20 Centerville Road,,Warwick,RI,02886,86-3837883,MP282091,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,8 Elm Street,,Wareham,02571,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282091,8 Elm Street,,Wareham,MA,02571,General Applicant,General Applicant,FALSE,Adult-Use
BTE INC,mjflahive@gmail.com,413-519-3094,145 stonehill rd,,east longmeadow,MA,01028,145 Stonehill Road,,East Longmeadow,MA,01028,86-3867055,MC283668,Marijuana Cultivator,Expedited Review - License Type,,,FINAL LICENSE,Active,,25000,129 Grant St,,Plainfield,01070,False,No,,,,,,,,,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MCN283668,129 Grant Street,,Plainfield,MA,01070,Expedited Review,License Type,FALSE,Adult-Use
ELEVATION RETAIL II LLC,andre.arzumanyan@gmail.com,781-316-7626,240 BRIDGE ST,,FAIRHAVEN,MA,02719,385 GREAT RD.,,BEDFORD,MA,01730,86-3936013,MR283887,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,240 BRIDGE ST,,Fairhaven,02719,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN283887,240 Bridge Street,,Fairhaven,MA,02719,General Applicant,General Applicant,FALSE,Adult-Use
"Mass Tree Holdings, LLC",mark8mass@protonmail.com,617-256-6487,79-81 Main St. ,,Rutland,MA,01543,15 Trail Side Way,,Ashland,MA,01752,86-3958713,MC283709,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Active,,2500,79-81 Main St,,Rutland,01543,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283709,79-81 Main Street,,Rutland,MA,01543,General Applicant,General Applicant,FALSE,Adult-Use
"Mass Tree Holdings, LLC",mark8mass@protonmail.com,617-256-6487,79-81 Main St.,,Rutland,MA,01543,10 Peabody St,,Worcester,MA,01604,86-3958713,MP282265,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Active,,10000,79-81 Main St,,Rutland,01543,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282265,79-81 Main Street,,Rutland,MA,01543,General Applicant,General Applicant,FALSE,Adult-Use
"Lemonnade Springfield, LLC",anna@cookiesre.com,714-448-3649,595 Main Street,,Springfield,MA,01105,4675 MacArthur Court Floor 15,,Newport Beach,CA,92660,86-3974146,MR284253,Marijuana Retailer,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,5000,587-595 Main Street,,Springfield,01105,true,Yes,EE202373,,,,EE202373,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MRN284253,587-595 Main Street,,Springfield,MA,01105,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
"Cypress Tree Management Natick, Inc.",jcrawford@publicpolicylaw.com,617-892-8687,419 BOYLSTON STREET,300,Boston,MA,02116,419 BOYLSTON STREET,300,Boston,MA,02116,87-0752412,MR283773,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,321 Speen Street,,Natick,01760,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN283773,321 Speen Street,,Natick,MA,01760,General Applicant,General Applicant,FALSE,Adult-Use
EC Developments,Emily@CannaBusinessServices.com,412-651-1178,1385 Bernardston Road,,Greenfield,MA,01301,1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,87-0898962,MC283278,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,20000,1385 Bernardston Road,,Greenfield,01301,False,No,,,,,,,,,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283278,1385 Bernardston Road,,Greenfield,MA,01301,General Applicant,General Applicant,FALSE,Adult-Use
EC Developments,Emily@CannaBusinessServices.com,412-651-1178,1385 Bernardston Road,,Greenfield,MA,01301,1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,87-0898962,MP282083,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,1385 Bernardston Road,,Greenfield,01301,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282083,1385 Bernardston Road,,Greenfield,MA,01301,General Applicant,General Applicant,FALSE,Adult-Use
EC Developments,Emily@CannaBusinessServices.com,412-651-1178,1385 Bernardston Road,,Greenfield,MA,01301,1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,87-0898962,MR284262,Marijuana Retailer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,1385 Bernardston Road,,Greenfield,01301,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284262,1385 Bernardston Road,,Greenfield,MA,01301,General Applicant,General Applicant,FALSE,Adult-Use
Green Speed Delivery Inc,ngomes@ngomeslaw.com,508-264-2530,41 Exchange Street,,Athol,MA,01331,257 Union Street,,New Bedford,MA,02721,87-0930605,MP282117,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,,,IN PROCESS,Surrendered,,,41 Exchange Street,,Athol,01331,False,Yes,SE305147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305147,,,,APPROVED,,,MPN282117,41 Exchange Street,,Athol,MA,01331,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Green Speed Delivery LLC,ngomes@ngomeslaw.com,508-264-2530,226 South Main Street,,Fall River,MA,02721,"226 South Main Street, Suite #6",,Fall River,MA,02721,87-0930605,PDO103525,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305147,,,,APPROVED,,,PDOA103525,226 South Main Street,,Fall River,MA,02721,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Green Speed Delivery LLC,nick@colemanandgomes.com,508-264-2530,226 South Main Street,,Fall River,MA,02721,226 South Main Street,,Fall River,MA,02721,87-0930605,PMD5816,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305147,,,,APPROVED,,,PMDA5816,226 South Main Street,,Fall River,MA,02721,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Kief USA, LLC",huizinma@gmail.com,857-321-1588,1 Turner Street fka 330 Turner Street,,Attleboro,MA,02703,1 Turner Street fka 330 Turner Street,,Attleboro,MA,02703,87-0968717,MC283578,Marijuana Cultivator,Expedited Review - DBE Status,,,IN PROCESS,Surrendered,,,1 Turner Street FKA 330 Turner Street,,Attleboro,02703,False,No,,,,,,,,,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283578,1 Turner Street Fka 330 Turner Street,,Attleboro,MA,02703,Expedited Review,DBE Status,FALSE,Adult-Use
"Silver Therapeutics of Palmer, Inc.",josh@agtherapeutics.com,518-570-9067,1235 Thorndike Street,,Palmer,MA,01069,89 Court Street,,Saratoga,NY,12866,87-1010671,MR284328,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,1235 Thorndike Street,,Palmer,01069,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284328,1235 Thorndike Street,,Palmer,MA,01069,General Applicant,General Applicant,FALSE,Adult-Use
Kadupul LLC,lanaragde@gmail.com,781-413-6047,60 James St Apt 1,,Attleboro,MA,02703,60 James St Apt 1,,Attleboro,MA,02703,87-1020981,PDO103320,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304445,,,,APPROVED,,,PDOA103320,60 James Street Apt 1,,Attleboro,MA,02703,Expedited Review,Social Equity Participant,FALSE,Adult-Use
High Street Cannabis Group LLC,karlens.beauge@gmail.com,617-275-1962,200 High Street,,Boston,MA,02109,323 Maple Street,,Lynn,MA,01904,87-1030882,MR284602,Marijuana Retailer,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,10000,200 High Street,,Boston,02110,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305529,,,,APPROVED,,1500,MRN284602,200 High Street,,Boston,MA,02110,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Bud Bus, Inc.",licenses@budmarys.com,617-990-6653,24 William Way ,,Bellingham ,MA,02019,985 Plain St ,,Marshfield ,MA,02050,87-1064605,MD1273,Marijuana Delivery Operator,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Expired,,,24 William Way,,Bellingham,02019,False,No,EE201961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MDA1273,24 William Way,,Bellingham,MA,02019,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
"Bud Bus, Inc.",licenses@budmarys.com,617-990-6653,24 William Way ,,Bellingham ,MA,02019,985 Plain St ,,Marshfield ,MA,02050,87-1064605,PMD5805,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,EE201961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA5805,24 William Way,,Bellingham,MA,02019,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
SOCIAL-J LLC,jeffreyshaheen@gmail.com,781-308-1109,1280 Belmont St.,,Brockton,MA,02031,1 Porrazzo Rd.,,Hull,MA,02045,87-1071822,DO100155,Marijuana Courier,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,,2A Conz St,,Northampton,01060,False,No,SE305049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305049,,,,APPROVED,,,DOA100155,2A Conz Street,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Social-J LLC,jeffreyshaheen@gmail.com,781-308-1109,1280 Belmont St.,,Brockton,MA,02031,1 Porrazzo Rd.,,Hull,MA,02045,87-1071822,PDO103558,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305049,,,,APPROVED,,,PDOA103558,1280 Belmont Street,,Brockton,MA,02031,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Social-J LLC,jeffreyshaheen@gmail.com,781-308-1109,1280 Belmont St.,,Brockton,MA,02301,1 Porrazzo Rd.,,Hull,MA,02045,87-1071822,PMD5830,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305049,,,,APPROVED,,,PMDA5830,1280 Belmont Street,,Brockton,MA,02301,Expedited Review,Social Equity Participant,FALSE,Adult-Use
GreenHouse Distributors Incorporated,jp@thegreenhouseinc.io,978-393-3104,253 Millers Falls Road,,Turners Falls,MA,01349,41A East Main Street,,Millers Falls,MA,01349,87-1120388,PMD5824,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305006,,,,APPROVED,,,PMDA5824,253 Millers Falls Road,,Turners Falls,MA,01349,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Hall Road, LLC",nick@lakeshorelegalsolutions.com,508-943-7800,40 Hall Road,,Dudley,MA,01571,120 Schofield Avenue,,Dudley,MA,01571,87-1127413,MR284277,Marijuana Retailer,General Applicant,,,IN PROCESS,Surrendered,,,40 Hall Road,,Dudley,01571,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284277,40 Hall Road,,Dudley,MA,01571,General Applicant,General Applicant,FALSE,Adult-Use
876 Grow Inc,danetonblake@gmail.com,413-433-5247,360 Race Street,,Holyoke,MA,01040,80 Quincy Street,,Springfield,MA,01109,87-1151646,MB282362,Marijuana Microbusiness,Expedited Review - Two or More,,,PROVISIONAL LICENSE,Active,,312.5,360 Race Street,,Holyoke,01040,False,Yes,SE305709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305709,,,,APPROVED,,,MBN282362,360 Race Street,,Holyoke,MA,01040,Expedited Review,Two or More,FALSE,Adult-Use
Meed Cannabis LLC,meedcannabis@gmail.com,617-953-8206,964 Main Street,,Great Barrington,MA,01230,"831 Beacon Street, #271",,Newton Center,MA,02459,87-1159574,MC283739,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,2500,964 Main Street,Parcel B,Great Barrington,01230,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283739,964 Main Street,Parcel B,Great Barrington,MA,01230,General Applicant,General Applicant,FALSE,Adult-Use
Meed Cannabis LLC,meedcannabis@gmail.com,617-953-8206,964 Main Street,,Great Barrington,MA,01230,"831 Beacon Street, #271",,Newton Center,MA,02459,87-1159574,MX281410,Marijuana Transporter with Other Existing ME License,General Applicant,,,PROVISIONAL LICENSE,Expired,,5000,964 Main Street,Parcel B,Great Barrington,01230,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1000,MXN281410,964 Main Street,Parcel B,Great Barrington,MA,01230,General Applicant,General Applicant,FALSE,Adult-Use
Gan Or LLC,itscustom@hotmail.com,410-370-6330,60 Damon Rd. ,,Northampton,MA,01060,60 Damon Rd. ,,Northampton,MA,01060,87-1189244,MC283548,Marijuana Cultivator,General Applicant,,,FINAL LICENSE,Active,,625,60 Damon Rd.,,Northampton,01060,False,Yes,SE305335,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305335,,,,APPROVED,,200,MCN283548,60 Damon Road,,Northampton,MA,01060,General Applicant,General Applicant,FALSE,Adult-Use
Gan Or LLC,itscustom@hotmail.com,410-370-6330,60 Damon Rd. ,,Northampton,MA,01060,60 Damon Rd. ,,Northampton,MA,01060,87-1189244,MD1292,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,,60 Damon Rd.,,Northampton,01060,False,No,SE305335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305335,,,,APPROVED,,,MDA1292,60 Damon Road,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Gan Or LLC,itscustom@hotmail.com,410-370-6330,60 Damon Rd. ,,Northampton ,MA,01060,60 Damon Rd.,,Northampton,MA,01060,87-1189244,MP282097,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,5000,60 Damon Rd.,,Northampton,01060,False,Yes,SE305335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305335,,,,APPROVED,,1500,MPN282097,60 Damon Road,,Northampton,MA,01060,General Applicant,General Applicant,FALSE,Adult-Use
TZ Delivery LLC,itscustom@hotmail.com,410-370-6330,60 Damon Rd.,,Northampton,MA,01060,60 Damon Rd.,,Northampton,MA,01060,87-1189244,PDO103628,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305335,,,,APPROVED,,,PDOA103628,60 Damon Road,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Gan Or LLC,itscustom@hotmail.com,410-370-6330,60 Damon Rd. ,,Northampton,MA,01060,60 Damon Rd. ,,Northampton,MA,01060,87-1189244,PMD5950,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305335,,,,APPROVED,,,PMDA5950,60 Damon Road,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Many Rivers LLC,RWPerlman@gmail.com,508-309-4589,41 Eaton Road W,,Framingham,MA,01701,41 Eaton Rd W,,Framingham,MA,01701,87-1192754,MD1299,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,299 Hartford Turnpike,,Shrewsbury,01545,False,No,SE305131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305131,,,,APPROVED,,,MDA1299,299 Hartford Turnpike,,Shrewsbury,MA,01545,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Many Rivers LLC,RWPerlman@gmail.com,508-309-4589,41 Eaton Road W,,Framingham,MA,01701,41 Eaton Rd W,,Framingham,MA,01701,87-1192754,PMD5902,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305131,,,,APPROVED,,,PMDA5902,41 Eaton Road W,,Framingham,MA,01701,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Cadella LLC,ron@cadellaquincy.com,617-816-7067,715 Washington St.,,Quincy,MA,02169,715 Washington St.,,Quincy,MA,02169,87-1232388,MR284556,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,715 Washington St.,,Quincy,02169,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284556,715 Washington Street,,Quincy,MA,02169,General Applicant,General Applicant,FALSE,Adult-Use
Blossom Flower LLC,damaris.aponte42@gmail.com,413-250-6104,1 Cabot Street,,HOLYOKE,MA,01040,1 Cabot Street,,HOLYOKE,MA,01040,87-1261757,MP282139,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,5000,1 Cabot St,,Holyoke,01040,False,Yes,SE304773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304773,,,,APPROVED,,,MPN282139,1 Cabot Street,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Blossom Flower LLC,damaris.aponte42@gmail.com,413-250-6104,1 Cabot Street,,Holyoke,MA,01040,16 MAYER DR,,Holyoke,MA,01040,87-1261757,MX281418,Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,2500,1 Cabot St,,Holyoke,01040,False,Yes,SE304773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304773,,,,APPROVED,,,MXN281418,1 Cabot Street,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Winchendon Grows, LLC",stevecefalo@icloud.com,781-789-5808,12 Mount Vernon Street,#47,Melrose,MA,02176,12 Mount Vernon Street,#47,Melrose,MA,02176,87-1275849,MC283628,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,50000,Commercial Drive,,Winchendon,01475,False,No,,,,,,,,,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283628,Commercial Drive,,Winchendon,MA,01475,General Applicant,General Applicant,FALSE,Adult-Use
"Winchendon Grows, LLC",stevecefalo@icloud.com,781-789-5808,12 Mount Vernon Street,#47,Melrose,MA,02176,12 Mount Vernon Street,#47,Melrose,MA,02176,87-1275849,MP282151,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,Commercial Drive,,Winchendon,01475,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282151,Commercial Drive,,Winchendon,MA,01475,General Applicant,General Applicant,FALSE,Adult-Use
